UtilizationUnitID,AverageLoad,PeakLoad,MedianLoad,RatedPVpower,AnnualConsumption,AccumualtedEnergy,UtilizationHours,InjectionHours,PowerDrawn,PowerInjected,BatterySize
173293,0.15,0.59,0.09,4,652,456,4966,3124,2.08,3.64,Low
144817,0.12,0.95,0.11,5,719,232,4053,3760,1.56,5.33,Low
182793,0.87,8.35,0.68,12,4521,6751,5229,2090,5.84,9.64,Medium
155301,1.79,35.04,3.46,15,97371,74438,7145,1469,36.16,13.56,High
122713,0.42,8.82,0.9,13,5987,5282,6318,2675,2.85,7.46,Medium
154156,9,25.44,1.24,21,94333,12669,7325,1286,24.84,15.59,High
144331,3.81,31.87,10.35,16,98691,67997,6444,1399,23.81,11.87,High
189931,0.19,1.12,0.1,3,625,278,4071,3142,1.89,4.71,Low
175074,9.41,32.85,3.73,25,8980,76625,7273,1730,38.38,11.27,High
183750,0.19,0.9,0.12,4,620,340,4459,3761,1.8,5.39,Low
130510,0.15,1.28,0.1,7,734,656,4195,3608,2.11,5.32,Low
144589,0.14,1.35,0.26,5,663,316,4243,3369,2.47,3.66,Low
150219,0.7,4.86,1.16,12,3530,5419,6162,2184,6.32,10.81,Medium
191040,0.1,1.95,0.24,5,739,600,4620,3140,2.31,5.43,Low
175863,0.12,0.6,0.25,5,675,350,4623,3301,2.33,3.91,Low
165071,0.8,7.77,0.66,11,5221,9528,6265,2491,5.59,9.42,Medium
143421,0.65,3.84,0.5,10,7696,3194,5328,2474,8.5,8.37,Medium
158125,10.82,13.03,2.61,18,19742,55467,6465,1364,34.56,11.08,High
177259,0.16,1.36,0.11,8,686,158,4378,3597,2.02,4.5,Low
183869,0.14,0.69,0.15,5,694,753,4378,3862,2.47,5.59,Low
200768,0.06,1.85,0.11,7,712,445,4152,3097,1.88,4.91,Low
135617,0.06,1.94,0.16,8,722,819,4515,3490,2.15,4.86,Low
134413,3.15,38.01,4.64,18,43255,55211,7520,1227,22.88,13.32,High
187305,0.82,4.28,0.6,10,744,9454,5121,2382,6.54,8.69,Medium
178902,0.39,4.75,0.75,14,4760,7970,5999,2493,5.53,6.65,Medium
190410,0.49,6.61,0.63,10,918,1916,5553,2896,3.76,6.68,Medium
126301,0.05,1.73,0.23,5,656,620,4655,3043,2.1,3.15,Low
198846,0.23,5.9,0.4,9,3883,5326,6324,2015,4.43,9.2,Medium
192440,0.69,5.76,1.09,11,6101,1065,6082,2734,3.53,9.33,Medium
145487,0.87,7.94,0.64,13,880,6951,5657,2619,5.53,9.9,Medium
132262,0.04,0.87,0.03,3,694,391,4445,3470,1.72,4.88,Low
142926,8.31,27.84,1.73,19,21712,61791,7024,1954,27.85,12.8,High
151445,0.06,1.47,0.06,5,646,520,4068,3112,1.97,4.32,Low
208058,0.3,6.26,1.18,13,4850,2451,5896,2981,6.34,6.42,Medium
153006,0.14,1.11,0.09,3,715,467,4227,3629,2.38,4.66,Low
136519,0.16,1.77,0.28,7,703,679,4581,3766,1.78,5.55,Low
139970,0.61,3.11,1.18,10,4654,8966,5512,2972,2.74,8.68,Medium
144978,0.1,1.53,0.05,5,636,601,4906,3052,2.1,5.73,Low
115309,0.1,1.56,0.08,6,725,103,4097,3187,1.63,3.4,Low
200674,0.8,3.93,0.6,10,5098,6249,5847,2508,4.98,9.68,Medium
140958,6.4,32.43,11.87,25,36209,22933,7017,1341,29.29,11.33,High
158582,11.86,32.28,3.17,23,36090,53052,6788,1938,18.62,15.14,High
132426,0.12,1.29,0.13,3,698,409,4826,3319,2.05,3.87,Low
205976,6.36,32.43,6.57,21,79123,30130,6823,1754,22.74,15.03,High
162952,8.15,14.87,5.35,19,69445,36768,7559,1330,21.97,13.06,High
154448,0.05,0.71,0.19,6,643,563,4763,3507,2.39,4.1,Low
185589,0.81,7.38,0.98,11,2213,9094,5693,2654,8.55,9.34,Medium
187367,6.18,31.64,4.33,18,62320,12783,7179,1910,20.46,13.14,High
140940,0.35,3.33,0.62,14,6533,9620,5717,2674,5.54,8.53,Medium
188829,0.69,7.71,0.59,14,3173,3866,6276,2170,3.42,8.22,Medium
142495,3.98,36.73,4.48,16,13997,43868,6659,1348,32.87,15.54,High
137068,0.42,4.23,1.03,11,1024,4583,5227,2142,7.39,7.55,Medium
175425,6.42,23.45,9.62,24,33839,68993,7182,1596,16.74,13.43,High
140665,0.24,5.42,0.4,14,6204,6809,5093,2967,6.82,7.08,Medium
179772,7.26,15.19,5.34,22,54763,10399,6907,1084,26.13,11.47,High
205408,0.61,2.16,0.66,9,5725,5607,5137,2265,8.76,9.91,Medium
188669,6.9,24.62,5.8,16,90308,62882,6763,1600,32.54,12.99,High
136337,0.71,6.06,1.02,9,4661,6918,5904,2277,6.15,8.43,Medium
169308,3.27,18.41,10.93,24,58164,65962,6415,1350,10.05,15.95,High
211612,0.89,2.52,0.69,13,1186,9627,6261,2800,4.73,9.79,Medium
188014,0.69,2.19,0.54,11,2234,3896,6304,2709,7.43,10.13,Medium
177418,0.72,6.51,0.75,9,1574,1319,6306,2902,6.34,9.49,Medium
136980,0.14,1.36,0.19,4,731,217,4944,3299,2.28,5.16,Low
148646,9.68,11.36,6.79,16,33263,67390,6865,1026,28.19,13.99,High
116440,0.14,1.09,0.05,4,661,391,4635,3599,1.68,5.06,Low
134443,0.82,6.98,0.57,11,2376,1153,6232,2769,7.79,7.79,Medium
197657,0.09,1.74,0.15,3,657,989,4485,3590,2.14,3.11,Low
126470,0.46,8.03,0.36,14,7960,3147,5529,2052,8.34,8.43,Medium
148068,0.62,3.68,0.52,10,5603,1439,5335,2010,7.74,9.93,Medium
142731,0.85,4.31,0.9,14,6890,4548,6015,2790,4.64,6.09,Medium
148179,11.46,29.36,5.78,23,88836,62063,7275,1106,17.25,11.42,High
198824,0.09,0.71,0.05,3,656,165,4637,3303,1.55,4.51,Low
213947,0.71,2.75,0.8,12,7758,2770,5546,2297,4.12,9.86,Medium
131284,0.2,1.37,0.28,8,727,733,4144,3831,1.91,3.02,Low
203770,0.15,0.65,0.15,3,681,546,4221,3316,2.26,4.78,Low
164555,0.07,0.55,0.03,5,714,257,4688,3687,1.82,5.22,Low
177639,0.05,1.56,0.08,7,707,206,4548,3341,2.46,3.89,Low
212127,0.05,1.23,0.11,3,654,663,4831,3019,1.73,4.63,Low
154601,4.92,38.14,3.76,21,18365,70113,6756,1876,17.93,15.95,High
210867,0.15,1.34,0.14,7,686,497,4158,3337,1.66,5.89,Low
211341,1,14.94,7.64,18,61629,35000,6846,1924,12.89,12.24,High
145510,0.26,2.74,0.34,14,6330,4358,5775,2197,8.56,7.32,Medium
141438,11.93,35.41,11.9,25,69911,74593,6487,1249,35.28,11.33,High
201799,0.67,2.15,0.36,14,1974,3846,5568,2710,4.75,8.87,Medium
175195,0.09,1.22,0.17,6,733,556,4576,3249,2.05,5.38,Low
138653,10.37,18.01,7.82,25,35667,16703,6929,1273,15.49,13.41,High
143146,0.06,1.07,0.03,3,696,184,4004,3057,1.6,5.04,Low
204175,8.75,38.67,11.18,25,54628,30044,6679,1576,21.31,15.1,High
147854,0.12,0.81,0.22,5,731,745,4860,3093,1.97,4.06,Low
193424,3.44,29.15,10.98,19,37425,29288,6597,1934,14.91,12.72,High
121582,0.19,1.3,0.17,7,694,391,4003,3877,1.84,4.12,Low
199310,0.49,4.55,0.94,14,741,3971,6325,2353,5.58,10.02,Medium
189987,0.89,8.92,1.11,11,3249,6905,5028,2988,4.06,7.92,Medium
202659,0.19,1.55,0.08,4,674,436,4866,3696,1.96,3.13,Low
140584,0.19,1.41,0.06,4,666,485,4918,3195,1.76,5.71,Low
118879,0.57,4.81,0.48,13,3560,1503,5587,2731,8.3,6.53,Medium
121387,0.07,0.6,0.05,5,659,366,4376,3851,2.19,5.18,Low
193380,2.28,24.73,7.81,25,77689,24236,6654,1571,37.6,15.35,High
144690,0.38,7.82,0.91,14,4037,8410,5417,2855,4.94,9.04,Medium
174020,4.99,37.7,6.11,17,43870,57600,7038,1074,29.78,11.45,High
130868,0.39,3.76,1.08,10,7798,2226,5630,2924,6.29,7.77,Medium
175304,0.16,1.43,0.19,3,736,323,4517,3882,1.97,4.43,Low
162196,0.68,5.37,0.6,13,5500,3830,5882,2359,6.86,10.91,Medium
205476,11.8,13.66,11.46,20,55058,68262,7092,1824,21.09,11.76,High
145398,0.09,0.91,0.05,6,679,727,4156,3876,2.23,5.59,Low
169563,0.79,2.2,1.05,14,3242,3240,5450,2201,7.28,10.06,Medium
161081,0.7,2.22,1.15,12,6776,2501,5231,2015,4.34,8.92,Medium
158837,0.04,1.38,0.23,7,626,464,4030,3779,1.99,4.79,Low
126836,0.13,0.81,0.28,3,705,886,4866,3440,2.09,3.73,Low
168013,0.56,3.17,1.04,13,7538,7899,6092,2643,4.23,7.91,Medium
141616,0.75,2.11,1.05,14,2407,9305,5004,2566,6.82,8.53,Medium
179244,0.2,0.91,0.23,6,659,726,4739,3797,1.77,5.1,Low
165519,1.98,33.64,8.16,25,19477,17620,6701,1934,15.03,11.52,High
156954,7.92,13.72,4.43,17,97758,49731,6584,1940,33.38,11.6,High
124139,7.24,19.54,7.02,25,48780,69977,6971,1254,25.82,14.78,High
125700,0.53,2.16,0.86,12,1873,5516,5078,2378,4.14,7.42,Medium
170763,5.87,28.98,5.33,15,14738,24730,7203,1984,12.39,15.89,High
159365,3.95,21.22,8.21,16,91756,25280,6431,1366,12.34,11.26,High
202410,2.51,29.33,5.31,21,58290,10435,6902,1622,11.91,12.21,High
179959,0.48,6.26,1.17,11,1788,3181,5724,2491,4.72,9.59,Medium
151194,6.87,11.32,8.07,16,11453,28452,6536,1846,26.24,12.56,High
130328,0.19,1.62,0.28,8,699,949,4104,3673,2.18,5.96,Low
174494,1.89,19.68,1.43,20,50967,68204,6710,1550,22.92,12.16,High
163751,0.13,0.93,0.15,3,641,987,4087,3295,1.72,3.33,Low
171388,0.87,2.62,0.98,11,4876,6601,5818,2779,7.45,7.21,Medium
211366,1.56,19.99,11.93,22,67141,11544,7433,1408,25.62,14.75,High
172233,4.39,20.76,11.53,23,61275,54830,6637,1676,34.24,12.43,High
150994,0.14,1.64,0.1,8,665,248,4594,3044,1.94,4.81,Low
120761,8.2,24.63,8.6,22,72530,43151,7472,1804,26.51,15.36,High
151242,0.05,1.48,0.06,4,717,414,4614,3385,2.01,4.84,Low
115063,0.12,1.08,0.23,3,637,496,4734,3820,2.22,4.01,Low
124472,0.15,0.9,0.17,8,736,944,4267,3015,1.99,4.11,Low
209253,0.19,1.1,0.26,3,714,638,4346,3118,1.87,3.2,Low
168022,10.88,38.34,2.31,15,35677,25596,6984,1014,34.68,15.71,High
148983,0.86,6.25,0.6,12,3484,6662,6393,2955,4.11,10.74,Medium
207055,7.15,35.62,10.62,16,94850,29926,7040,1639,33,14.1,High
135609,0.69,5.89,0.66,13,3864,8365,5033,2242,7.58,7.24,Medium
156103,0.33,2.79,0.92,12,2076,4890,5332,2413,4.52,6.32,Medium
158596,0.18,0.68,0.25,7,644,421,4184,3626,1.78,5.8,Low
117102,0.07,1.28,0.14,7,727,417,4382,3883,2.18,3.96,Low
